customer_id,name,age,email,signup_date,order_amount,country,order_start,order_end
58,Sara Fathy,47.0,sara.fathy58@example.com,2024-06-02,576.99,Saudi Arabia,2024-06-06,2024-06-12
59,Sara Fathy,28.0,sara.fathy59@example.com,2024-01-14,383.89,Saudi Arabia,2024-01-19,2024-01-27
60,Tarek Sami,42.0,tarek.sami60@example.com,2024-09-18,446.03,Qatar,2024-09-18,2024-09-27
61,Omar Ali,56.0,omar.ali61@example.com,2023-05-18,461.27,Saudi Arabia,2023-05-21,2023-05-23
62,Tarek Ibrahim,44.0,tarek.ibrahim62@example.com,2023-10-06,569.14,Saudi Arabia,2023-10-25,2023-10-29
63,Mona Fathy,69.0,mona.fathy63@example.com,2024-10-11,297.59,Saudi Arabia,2024-10-27,2024-11-04
64,Omar Hassan,23.0,omar.hassan64@example.com,2023-04-05,347.14,Jordan,2023-05-01,2023-05-06
65,Ahmed Hassan,25.0,ahmed.hassan65@example.com,2023-12-08,303.51,UAE,2023-12-28,2024-01-02
66,Mohamed Kamal,thirty,mohamed.kamal66@example.com,2024-07-18,941.55,Jordan,2024-08-04,2024-08-05
67,Sara Ali,68.0,sara.ali67@example.com,2023-06-02,363.95,Qatar,2023-06-03,2023-06-09
68,Dina Ibrahim,49.0,dina.ibrahim68@example.com,2024-03-16,377.4,UAE,2024-03-17,2024-03-22
69,Mona Hassan,49.0,mona.hassan69@example.com,2024-01-02,186.26,UAE,2024-01-23,2024-01-27
70,Sara Adel,66.0,sara.adel70@example.com,2024-07-27,689.56,Jordan,2024-08-15,2024-08-18
71,Nour Ibrahim,69.0,nour.ibrahim71@example.com,2023-07-01,622.68,Jordan,2023-07-01,2023-07-04
72,Mona Nasser,20.0,mona.nasser72@example.com,2024-11-16,341.81,UAE,2024-11-24,2024-11-27
73,Sara Nasser,66.0,sara.nasser73@example.com,2023-02-09,433.74,Jordan,2023-02-16,2023-02-20
74,Yara Adel,49.0,yara.adel74@example.com,2023-11-09,487.38,UAE,2023-11-16,2023-11-17
75,Nour Nasser,50.0,nour.nasser75@example.com,2023-12-03,715.03,Saudi Arabia,2023-12-30,2024-01-01
76,Omar Adel,61.0,omar.adel76@example.com,2024-10-18,659.87,Qatar,2024-10-30,2024-11-08
77,Mona Hassan,43.0,mona.hassan77@example.com,2023-04-29,671.42,Saudi Arabia,2023-05-04,2023-05-14
78,Omar Hassan,34.0,omar.hassan78@example.com,2023-04-22,612.79,Qatar,2023-05-05,2023-05-11
79,Mona Nasser,,mona.nasser79@example.com,2024-09-12,710.42,Qatar,2024-09-15,2024-09-22
80,Dina Fathy,23.0,dina.fathy80@example.com,2023-09-18,289.72,Egypt,2023-10-10,2023-10-17
81,Ahmed Fathy,39.0,ahmed.fathy81@example.com,2024-01-08,367.9,Jordan,2024-01-10,2024-01-16
82,Dina Adel,50.0,dina.adel82@example.com,2024-11-10,511.53,Egypt,2024-12-03,2024-12-08
83,Tarek Sami,26.0,,2024-11-13,351.42,Jordan,2024-11-23,2024-11-30
84,Omar Ibrahim,46.0,omar.ibrahim84@example.com,2023-07-16,415.06,Jordan,2023-08-06,2023-08-13
85,Mohamed Sami,20.0,mohamed.sami85@example.com,2024-02-20,755.99,Qatar,2024-03-17,2024-03-18
86,Omar Sami,36.0,omar.sami86@example.com,2023-08-04,631.04,Jordan,2023-08-29,2023-09-08
87,Dina Adel,43.0,dina.adel87@example.com,2024-04-21,267.4,Jordan,2024-05-05,2024-05-09
88,Tarek Kamal,49.0,tarek.kamal88@example.com,2023-06-23,510.28,Egypt,2023-07-02,2023-07-11
89,Dina Adel,24.0,dina.adel89@example.com,2023-04-06,580.45,UAE,2023-04-27,2023-05-02
90,Nour Fathy,56.0,nour.fathy90@example.com,2023-05-31,362.8,Egypt,2023-06-01,2023-06-05
91,Yara Ali,35.0,yara.ali91@example.com,2024-04-11,572.3,Jordan,2024-05-09,2024-05-19
92,Nour Nasser,42.0,nour.nasser92@example.com,2024-05-21,638.97,Jordan,2024-05-28,2024-05-31
93,Ahmed Ali,67.0,ahmed.ali93@example.com,2024-03-11,622.03,UAE,2024-03-16,2024-03-25
94,Yara Hassan,43.0,yara.hassan94@example.com,2024-07-24,315.37,UAE,2024-08-22,2024-08-24
95,Yara Ibrahim,65.0,,2024-04-20,15000.0,Qatar,2024-05-07,2024-05-17
96,Mona Kamal,19.0,mona.kamal96@example.com,2024-09-19,880.87,Qatar,2024-10-02,2024-10-11
97,Yara Ibrahim,18.0,yara.ibrahim97@example.com,2024-05-01,538.98,Jordan,2024-05-09,2024-05-13
98,Omar Kamal,26.0,omar.kamal98@example.com,2024-10-03,617.27,UAE,2024-10-11,2024-10-19
99,Sara Sami,58.0,sara.sami99@example.com,2023-08-29,694.91,Saudi Arabia,2023-09-08,2023-09-14
100,Tarek Ali,20.0,tarek.ali100@example.com,2023-05-22,369.93,UAE,2023-05-29,2023-06-05
101,Mohamed Fathy,37.0,mohamed.fathy101@example.com,2023-03-07,537.57,Jordan,2023-03-20,2023-03-26
102,Tarek Kamal,41.0,tarek.kamal102@example.com,2024-03-01,551.97,Egypt,2024-03-07,2024-03-14
103,Khaled Hassan,69.0,khaled.hassan103@example.com,2024-08-12,533.94,Jordan,2024-08-27,2024-08-28
104,Mona Sami,52.0,mona.sami104@example.com,2024-02-04,627.11,Jordan,2024-02-21,2024-03-01
105,Dina Fathy,65.0,dina.fathy105@example.com,2024-05-14,543.96,UAE,2024-05-22,2024-05-29
106,Yara Hassan,46.0,yara.hassan106@example.com,2024-02-03,392.85,Saudi Arabia,2024-02-24,2024-03-02
107,Mohamed Kamal,35.0,mohamed.kamal107@example.com,2023-05-11,526.22,Qatar,2023-05-28,2023-05-29
108,Khaled Hassan,52.0,khaled.hassan108@example.com,2023-03-27,317.47,Jordan,2023-03-31,2023-04-08
109,Mohamed Hassan,,mohamed.hassan109@example.com,2023-09-24,499.27,Jordan,2023-10-04,2023-10-08
110,Yara Adel,65.0,yara.adel110@example.com,2023-12-12,442.5,Jordan,2023-12-20,2023-12-27
111,Omar Ali,37.0,omar.ali111@example.com,2024-04-26,701.48,Egypt,2024-05-19,2024-05-28
112,Ahmed Adel,,ahmed.adel112@example.com,2023-08-18,389.82,Egypt,2023-09-11,2023-09-12
113,Ahmed Fathy,34.0,ahmed.fathy113@example.com,2023-07-24,562.72,Egypt,2023-08-12,2023-08-15
114,Nour Ibrahim,68.0,nour.ibrahim114@example.com,2024-04-29,217.02,Egypt,2024-05-17,2024-05-21
115,Yara Sami,39.0,yara.sami115@example.com,2024-01-13,366.57,UAE,2024-02-01,2024-02-11
116,Sara Ibrahim,55.0,sara.ibrahim116@example.com,2023-11-15,377.63,Egypt,2023-12-03,2023-12-04
117,Omar Nasser,55.0,omar.nasser117@example.com,2024-02-11,631.8,UAE,2024-02-13,2024-02-23
118,Nour Ali,44.0,nour.ali118@example.com,2023-11-05,464.06,Qatar,2023-11-30,2023-12-02
119,Dina Hassan,44.0,dina.hassan119@example.com,2023-12-22,501.95,Qatar,2024-01-04,2024-01-10
120,Sara Adel,45.0,sara.adel120@example.com,2023-01-13,718.03,Jordan,2023-02-08,2023-02-16
121,Sara Nasser,64.0,sara.nasser121@example.com,2024-01-06,289.04,Jordan,2024-01-28,2024-01-31
122,Khaled Ibrahim,65.0,khaled.ibrahim122@example.com,2024-06-18,494.82,Saudi Arabia,2024-07-07,2024-07-16
123,Yara Kamal,36.0,yara.kamal123@example.com,2024-03-22,721.98,Qatar,2024-03-30,2024-04-05
124,Nour Ali,34.0,nour.ali124@example.com,2023-10-13,559.52,Jordan,2023-10-20,2023-10-28
125,Dina Nasser,61.0,dina.nasser125@example.com,2023-12-11,466.48,Egypt,2023-12-26,2024-01-01
126,Mohamed Kamal,58.0,mohamed.kamal126@example.com,2023-08-06,607.1,Saudi Arabia,2023-08-31,2023-09-05
127,Mona Sami,54.0,mona.sami127@example.com,2024-09-02,481.38,Saudi Arabia,2024-09-19,2024-09-20
128,Tarek Fathy,48.0,,2023-03-29,611.05,UAE,2023-04-21,2023-04-28
129,Yara Fathy,52.0,yara.fathy129@example.com,2024-05-02,357.57,Jordan,2024-05-16,2024-05-17
130,Sara Sami,50.0,sara.sami130@example.com,2023-08-15,410.47,Jordan,2023-09-06,2023-09-10
131,Omar Adel,20.0,omar.adel131@example.com,2024-04-29,532.11,Qatar,2024-05-15,2024-05-21
132,Khaled Adel,48.0,khaled.adel132@example.com,2023-12-27,313.14,Jordan,2024-01-04,2024-01-09
133,Omar Fathy,20.0,omar.fathy133@example.com,2023-05-04,367.42,UAE,2023-05-14,2023-05-16
134,Tarek Ibrahim,49.0,tarek.ibrahim134@example.com,2023-07-16,523.06,UAE,2023-08-08,2023-08-16
135,Omar Sami,64.0,user@@x.com,2023-04-13,658.61,UAE,2023-04-22,2023-04-26
136,Mona Ibrahim,34.0,,2023-11-06,507.7,Egypt,2023-11-28,2023-12-07
137,Mohamed Sami,57.0,mohamed.sami137@example.com,2023-02-16,662.46,Egypt,2023-03-05,2023-03-10
138,Mohamed Kamal,65.0,mohamed.kamal138@example.com,2023-04-16,658.07,Egypt,2023-05-04,2023-05-09
139,Yara Kamal,,yara.kamal139@example.com,2024-03-27,635.77,Saudi Arabia,2024-04-01,2024-04-02
140,Omar Kamal,,omar.kamal140@example.com,2023-04-27,409.41,Egypt,2023-05-09,2023-05-17
141,Sara Hassan,67.0,sara.hassan141@example.com,2023-06-05,577.26,UAE,2023-06-30,2023-07-10
142,Omar Ali,62.0,omar.ali142@example.com,2023-09-12,1077.91,Egypt,2023-09-29,2023-10-06
143,Dina Fathy,37.0,dina.fathy143@example.com,2024-06-19,699.63,Jordan,2024-07-03,2024-07-11
144,Omar Nasser,33.0,omar.nasser144@example.com,2023-11-09,648.23,Qatar,2023-11-28,2023-11-29
145,Dina Ali,31.0,dina.ali145@example.com,2023-08-01,452.71,UAE,2023-08-09,2023-08-11
146,Mohamed Fathy,45.0,mohamed.fathy146@example.com,2023-06-27,613.85,Qatar,2023-06-29,2023-07-02
147,Ahmed Nasser,51.0,ahmed.nasser147@example.com,2024-04-06,524.75,Qatar,2024-04-21,2024-04-26
148,Ahmed Fathy,39.0,ahmed.fathy148@example.com,2023-10-23,371.61,Saudi Arabia,2023-11-14,2023-11-22
149,Sara Fathy,68.0,sara.fathy149@example.com,2023-09-28,847.2,Qatar,2023-10-19,2023-10-23
150,Khaled Ali,39.0,khaled.ali150@example.com,2024-07-11,219.91,UAE,2024-07-31,2024-08-03
151,Omar Ibrahim,39.0,omar.ibrahim151@example.com,2023-03-15,553.16,Egypt,2023-03-20,2023-03-25
152,Dina Sami,54.0,dina.sami152@example.com,2024-03-25,217.95,Egypt,2024-04-08,2024-04-13
153,Khaled Sami,50.0,khaled.sami153@example.com,2024-05-27,418.81,Qatar,2024-06-11,2024-06-19
154,Sara Hassan,61.0,sara.hassan154@example.com,2024-03-18,616.52,Saudi Arabia,2024-04-06,2024-04-11
155,Ahmed Ali,22.0,ahmed.ali155@example.com,2023-08-23,681.56,Qatar,2023-09-10,2023-09-11
156,Omar Hassan,49.0,omar.hassan156@example.com,2023-06-29,477.31,Jordan,2023-07-15,2023-07-23
157,Omar Ibrahim,69.0,omar.ibrahim157@example.com,2024-08-22,749.57,Jordan,2024-09-11,2024-09-19
158,Sara Kamal,57.0,sara.kamal158@example.com,2023-12-23,389.11,Jordan,2024-01-02,2024-01-08
159,Sara Ibrahim,69.0,sara.ibrahim159@example.com,2023-12-04,303.81,Jordan,2023-12-26,2024-01-03
160,Omar Nasser,43.0,omar.nasser160@example.com,2024-07-17,201.41,Egypt,2024-07-31,2024-08-02
161,Mona Sami,54.0,mona.sami161@example.com,2023-11-28,767.19,Egypt,2023-12-22,2023-12-29
162,Tarek Hassan,18.0,,2024-11-04,398.39,,2024-11-18,2024-11-25
163,Ahmed Fathy,18.0,ahmed.fathy163@example.com,2024-06-14,267.68,Saudi Arabia,2024-07-03,2024-07-11
164,Yara Hassan,65.0,yara.hassan164@example.com,2023-07-28,448.53,Saudi Arabia,2023-08-14,2023-08-17
165,Omar Kamal,42.0,omar.kamal165@example.com,2024-05-11,310.87,Egypt,2024-05-11,2024-05-21
166,Nour Ibrahim,33.0,nour.ibrahim166@example.com,2023-11-15,637.68,Qatar,2023-11-15,2023-11-24
167,Khaled Ali,56.0,khaled.ali167@example.com,2023-08-19,381.86,Egypt,2023-09-02,2023-09-04
168,Mohamed Kamal,46.0,mohamed.kamal168@example.com,2023-10-26,788.54,Qatar,2023-11-17,2023-11-22
169,Khaled Kamal,20.0,khaled.kamal169@example.com,2024-04-28,390.39,UAE,2024-05-12,2024-05-21
170,Mohamed Nasser,54.0,mohamed.nasser170@example.com,2023-07-15,308.01,Qatar,2023-07-31,2023-08-03
171,Sara Sami,39.0,sara.sami171@example.com,2024-02-29,566.57,,2024-03-29,2024-04-07
172,Omar Hassan,29.0,omar.hassan172@example.com,2023-10-17,616.2,Saudi Arabia,2023-11-12,2023-11-22
173,Dina Kamal,33.0,dina.kamal173@example.com,2023-06-02,497.08,Jordan,2023-06-19,2023-06-27
174,Mona Adel,56.0,mona.adel174@example.com,2024-07-19,360.11,Qatar,2024-07-31,2024-08-08
175,Mona Fathy,53.0,mona.fathy175@example.com,2023-09-02,462.11,Qatar,2023-09-14,2023-09-18
176,Khaled Hassan,40.0,khaled.hassan176@example.com,2023-11-22,312.83,Jordan,2023-12-14,2023-12-21
177,Khaled Ibrahim,27.0,khaled.ibrahim177@example.com,2024-05-22,500.27,Egypt,2024-05-26,2024-06-04
178,Dina Adel,22.0,dina.adel178@example.com,2023-04-13,613.39,Jordan,2023-04-16,2023-04-25
179,Yara Hassan,62.0,,2023-05-28,469.63,Jordan,2023-06-24,2023-06-27
180,Sara Kamal,49.0,sara.kamal180@example.com,2023-09-29,509.13,Saudi Arabia,2023-10-18,2023-10-25
181,Sara Adel,44.0,sara.adel181@example.com,2024-11-21,591.18,Qatar,2024-12-03,2024-12-09
182,Yara Hassan,52.0,yara.hassan182@example.com,2024-09-24,654.88,Egypt,2024-10-01,2024-10-06
183,Nour Ali,50.0,nour.ali183@example.com,2024-03-20,819.96,Egypt,2024-04-13,2024-04-10
184,Yara Ibrahim,54.0,yara.ibrahim184@example.com,2023-11-03,207.19,,2023-11-04,2023-11-10
185,Ahmed Sami,29.0,ahmed.sami185@example.com,2024-01-03,565.9,Saudi Arabia,2024-01-16,2024-01-19
186,Nour Nasser,27.0,nour.nasser186@example.com,2024-08-02,483.73,UAE,2024-08-07,2024-08-10
187,Sara Nasser,60.0,sara.nasser187@example.com,2024-09-26,542.15,UAE,2024-10-11,2024-10-21
188,Mohamed Fathy,34.0,mohamed.fathy188@example.com,2024-04-17,406.6,Saudi Arabia,2024-05-01,2024-05-06
189,Ahmed Kamal,43.0,,2023-10-22,632.75,Qatar,2023-10-27,2023-10-29
190,Yara Adel,43.0,yara.adel190@example.com,2024-08-24,430.32,Saudi Arabia,2024-09-13,2024-09-20
191,Omar Kamal,51.0,omar.kamal191@example.com,2023-11-06,495.74,UAE,2023-11-18,2023-11-26
192,Sara Fathy,67.0,,2024-01-26,242.54,Qatar,2024-02-06,2024-02-16
193,Omar Sami,62.0,omar.sami193@example.com,2023-01-23,567.3,Jordan,2023-01-31,2023-02-01
194,Dina Hassan,53.0,dina.hassan194@example.com,2024-09-12,488.19,Jordan,2024-10-08,2024-10-13
195,Nour Adel,27.0,nour.adel195@example.com,2023-08-13,751.75,UAE,2023-09-01,2023-09-06
196,Mohamed Ali,52.0,mohamed.ali196@example.com,2024-10-04,218.83,Egypt,2024-10-13,2024-10-21
197,Ahmed Adel,66.0,ahmed.adel197@example.com,2023-05-15,407.71,Egypt,2023-06-13,2023-06-18
198,Mona Nasser,66.0,mona.nasser198@example.com,2023-06-29,557.42,UAE,2023-07-03,2023-07-12
199,Mona Sami,56.0,mona.sami199@example.com,2023-06-18,656.55,Saudi Arabia,2023-07-17,2023-07-25
200,Omar Adel,49.0,plainaddress,2023-04-28,534.35,Jordan,2023-05-28,2023-05-30
201,Mohamed Fathy,54.0,mohamed.fathy201@example.com,2024-11-23,614.67,Jordan,2024-12-23,2025-01-01
202,Mona Ali,40.0,mona.ali202@example.com,2024-02-09,333.33,Egypt,2024-02-17,2024-02-26
203,Sara Kamal,42.0,sara.kamal203@example.com,2024-01-13,405.97,Saudi Arabia,2024-01-31,2024-02-07
204,Mona Ali,66.0,mona.ali204@example.com,2024-11-22,298.7,UAE,2024-12-07,2024-12-08
205,Dina Adel,37.0,dina.adel205@example.com,2024-09-16,421.52,UAE,2024-10-06,2024-10-08
206,Yara Sami,36.0,yara.sami206@example.com,2024-10-26,642.37,Jordan,2024-10-29,2024-11-01
207,Ahmed Hassan,66.0,ahmed.hassan207@example.com,2023-11-08,438.31,Jordan,2023-11-11,2023-11-13
208,Nour Ibrahim,45.0,nour.ibrahim208@example.com,2024-02-02,647.6,Jordan,2024-02-13,2024-02-22
209,Khaled Ibrahim,,khaled.ibrahim209@example.com,2024-02-29,469.97,Egypt,2024-03-26,2024-04-03
210,Dina Nasser,64.0,dina.nasser210@example.com,2023-10-14,803.71,Egypt,2023-11-05,2023-11-11
211,Nour Kamal,33.0,nour.kamal211@example.com,2024-03-31,231.19,UAE,2024-04-27,2024-05-03
212,Sara Adel,42.0,sara.adel212@example.com,2024-07-11,432.98,,2024-07-12,2024-07-19
213,Omar Fathy,69.0,omar.fathy213@example.com,2023-05-06,673.72,Jordan,2023-05-08,2023-05-12
214,Dina Hassan,40.0,,2023-02-21,618.75,Saudi Arabia,2023-02-28,2023-03-03
215,Dina Fathy,33.0,dina.fathy215@example.com,2023-03-12,395.13,Qatar,2023-03-18,2023-03-28
216,Nour Fathy,48.0,nour.fathy216@example.com,2023-12-03,498.68,UAE,2023-12-28,2024-01-07
217,Ahmed Sami,22.0,ahmed.sami217@example.com,2023-05-29,548.68,UAE,2023-06-15,2023-06-20
218,Mohamed Ali,28.0,mohamed.ali218@example.com,2024-11-07,751.29,Egypt,2024-11-11,2024-11-12
219,Mona Fathy,35.0,mona.fathy219@example.com,2024-08-25,513.51,Saudi Arabia,2024-08-25,2024-08-28
220,Omar Hassan,55.0,omar.hassan220@example.com,2023-05-10,512.41,Jordan,2023-05-26,2023-05-28
221,Sara Kamal,24.0,sara.kamal221@example.com,2024-04-04,284.08,Saudi Arabia,2024-04-20,2024-04-30
222,Sara Kamal,26.0,sara.kamal222@example.com,2024-05-30,442.48,UAE,2024-06-29,2024-07-09
223,Ahmed Sami,67.0,ahmed.sami223@example.com,2024-04-14,262.75,Egypt,2024-04-15,2024-04-23
224,Khaled Nasser,25.0,khaled.nasser224@example.com,2023-04-21,511.85,Jordan,2023-05-13,2023-05-21
225,Sara Ali,65.0,sara.ali225@example.com,2023-11-26,543.48,Qatar,2023-11-30,2023-12-02
226,Mohamed Sami,62.0,mohamed.sami226@example.com,2024-10-01,471.92,Qatar,2024-10-18,2024-10-24
227,Khaled Sami,21.0,khaled.sami227@example.com,2024-04-09,698.98,Qatar,2024-04-28,2024-05-05
228,Sara Ali,36.0,sara.ali228@example.com,2024-11-01,356.84,Qatar,2024-11-24,2024-11-28
229,Khaled Kamal,61.0,khaled.kamal229@example.com,2023-08-22,194.44,Jordan,2023-09-01,2023-09-09
230,Khaled Nasser,43.0,khaled.nasser230@example.com,2023-04-08,735.5,Saudi Arabia,2023-04-21,2023-04-27
231,Omar Adel,36.0,omar.adel231@example.com,2023-06-06,497.15,Jordan,2023-06-08,2023-06-10
232,Sara Ali,30.0,sara.ali232@example.com,2024-03-18,349.62,Egypt,2024-04-10,2024-04-16
233,Mohamed Hassan,67.0,mohamed.hassan233@example.com,2024-08-23,397.65,Qatar,2024-09-09,2024-09-15
234,Sara Nasser,45.0,sara.nasser234@example.com,2023-12-29,492.77,Jordan,2024-01-25,2024-01-26
235,Omar Sami,25.0,omar.sami235@example.com,2023-12-27,548.41,Egypt,2024-01-14,2024-01-23
236,Nour Ibrahim,18.0,nour.ibrahim236@example.com,2024-11-03,375.92,Jordan,2024-11-10,2024-11-12
237,Mona Adel,20.0,mona.adel237@example.com,2023-04-28,573.9,Saudi Arabia,2023-05-16,2023-05-20
238,Khaled Hassan,66.0,khaled.hassan238@example.com,2024-09-15,513.33,Saudi Arabia,2024-09-15,2024-09-18
239,Omar Sami,42.0,omar.sami239@example.com,2023-12-14,448.52,Saudi Arabia,2023-12-14,2023-12-17
240,Mohamed Nasser,23.0,mohamed.nasser240@example.com,2023-03-13,568.65,UAE,2023-04-05,2023-04-06
241,Sara Fathy,61.0,sara.fathy241@example.com,2024-01-21,506.84,Jordan,2024-02-04,2024-02-10
242,Mohamed Adel,64.0,mohamed.adel242@example.com,2023-11-16,558.38,Saudi Arabia,2023-12-10,2023-12-20
243,Dina Ali,38.0,dina.ali243@example.com,2023-02-23,474.79,UAE,2023-02-28,2023-03-10
244,Ahmed Ali,36.0,ahmed.ali244@example.com,2023-10-06,542.78,Jordan,2023-10-27,2023-11-03
245,Yara Kamal,37.0,yara.kamal245@example.com,2024-02-29,394.73,Saudi Arabia,2024-03-06,2024-03-15
246,Sara Adel,18.0,sara.adel246@example.com,2024-03-16,354.93,Egypt,2024-03-25,2024-04-04
247,Yara Sami,20.0,yara.sami247@example.com,2023-02-16,483.36,UAE,2023-02-28,2023-03-10
